"","beta_0","beta_1"
"70",0.499968380887745,0.299867473155806
"71",0.499889209837517,0.300034118560024
"72",0.500045353286403,0.300223521459164
"73",0.500084347584255,0.299995432351086
"74",0.499807072319392,0.300180701654141
"75",0.49994744573314,0.299631377615983
"76",0.500085699479586,0.29962003757958
"77",0.49993192276095,0.29957173594975
"78",0.50002970465573,0.299619119484448
"79",0.500315717287242,0.299759859017505
"80",0.500101174585896,0.30000405807613
"81",0.500094258084965,0.299900169947642
"82",0.500418538838806,0.299801226505155
"83",0.500054506194967,0.299747006249677
"84",0.500031574795938,0.299795024787014
"85",0.500297762705048,0.300233739141415
"86",0.50029168931741,0.299757705964685
"87",0.500237816183577,0.299772944280334
"88",0.500100046136316,0.299571194397201
"89",0.499992933095348,0.299909194124947
"90",0.50005629209303,0.29992488203867
"91",0.500041283498573,0.299644055377377
"92",0.500154212701453,0.299609963626251
"93",0.50012261651161,0.299818394671741
"94",0.499944601893213,0.299889411512051
"95",0.499877416559911,0.299906604356833
"96",0.499958605240349,0.299723162563201
"97",0.500039122200714,0.299684430307164
"98",0.499802741681561,0.300170930231287
"99",0.499978063635149,0.299602402447209
"100",0.500167893992364,0.2998238728103
"101",0.499964093446696,0.300042478441836
"102",0.500208825525522,0.300123482141373
"103",0.49969693722214,0.299843290930227
"104",0.499938290655924,0.29988894116737
"105",0.499840677091153,0.299742188466437
"106",0.49978469420262,0.300052954637744
"107",0.499915924208528,0.299956021362453
"108",0.500150750557099,0.299885857563722
"109",0.500179611498356,0.300102290942474
"110",0.50018390165392,0.299898681825614
"111",0.499975577028768,0.299637899978943
"112",0.50000259792956,0.299824469646394
"113",0.500079403935082,0.299952194415663
"114",0.500067408650082,0.300000168503923
"115",0.499933214732981,0.3002890197326
"116",0.500079889663253,0.299892134065011
"117",0.500011188790767,0.300048048411954
"118",0.499940355528381,0.299921478691723
"119",0.50038253264699,0.299812687360428
"120",0.50003383298739,0.300252645297782
"121",0.499911235856613,0.30020734156393
"122",0.500382527632192,0.299857033170161
"123",0.499934891920059,0.299980258836069
"124",0.499932366895863,0.300006745433684
"125",0.49984362728202,0.299641553318238
"126",0.49973036314351,0.299813942508012
"127",0.499542772951665,0.299771925944294
"128",0.500193793037685,0.299801406407656
"129",0.500297628357107,0.299707261333197
"130",0.500216697695722,0.299920976174747
"131",0.499989411554103,0.29939850558834
"132",0.500180094112367,0.29943406964975
"133",0.499805658404862,0.299706247487279
"134",0.500132624141109,0.299515471298057
"135",0.500068868919281,0.299820149061536
"136",0.499885738795984,0.2999586569719
"137",0.499999540978952,0.299791260053519
"138",0.499915209354039,0.299830223641157
"139",0.500242539396251,0.299979522898852
"140",0.500140491470705,0.299790392352495
"141",0.500375776217131,0.299677276622768
"142",0.500023709251536,0.299698385764784
"143",0.49989469357775,0.299610356924167
"144",0.499777489491833,0.299936144618666
"145",0.500145332553202,0.299646323580535
"146",0.499999350234206,0.29958909393392
"147",0.499951301527203,0.299630508115828
"148",0.500261373426398,0.299750143110339
"149",0.500118005464953,0.300056174534465
"150",0.500142220731833,0.300005613758247
"151",0.500323273832237,0.299963305132531
"152",0.500461597773067,0.299908912872604
"153",0.500194689829807,0.300130991471763
"154",0.500305545570885,0.300076301494144
"155",0.500215259078563,0.299843787683147
"156",0.499907381304509,0.299712695326324
"157",0.49989408451275,0.300195488916748
"158",0.500106838731805,0.299745020698869
"159",0.50013006447355,0.299946424604818
"160",0.499840696005235,0.299731231887484
"161",0.500295443677337,0.29998270458134
"162",0.500357086304944,0.299840394239908
"163",0.500161454223402,0.299722884358607
"164",0.499875645478972,0.299934699080825
"165",0.500152818587431,0.299843729911783
"166",0.50022753845765,0.299440463359381
"167",0.500533632785795,0.299837496271575
"168",0.50033061253682,0.29996837052129
"169",0.500119639120346,0.299771993789692
"170",0.500003120740682,0.299683805143212
"171",0.499996854392499,0.299954948499655
"172",0.500142245381339,0.299917586253719
"173",0.500345788673495,0.299632355558492
"174",0.500258719917004,0.299920047430005
"175",0.500120151605218,0.299991974959435
"176",0.499976121612041,0.300016827878869
"177",0.500196726647299,0.29979310186281
"178",0.500191782121378,0.299452492599432
"179",0.499918748973467,0.299533119052758
"180",0.500211535682171,0.299918792419814
"181",0.499929299321037,0.299706183751105
"182",0.500016078539382,0.299914465715109
"183",0.499958787124799,0.299780727195525
"184",0.500059427269911,0.300065211654758
"185",0.499668396246719,0.299748153416871
"186",0.500178784750292,0.299902099275143
"187",0.499877183893748,0.299815059144472
"188",0.500288998659392,0.299943479855534
"189",0.49997988948064,0.299663847994401
"190",0.500060410663253,0.300080171634679
"191",0.500120721750141,0.299781188815277
"192",0.500150709418047,0.299924765308445
"193",0.499958988895093,0.299929432204727
"194",0.499999817919959,0.299716543981971
"195",0.49981161610947,0.299551182116557
"196",0.499809984094943,0.299592068086893
"197",0.50014679887122,0.29962215954025
"198",0.499913057246853,0.299727247939638
"199",0.499832635694476,0.299841998033041
"200",0.500192774517244,0.299882827003319
"201",0.500339178716613,0.299649535297724
"202",0.49990562126692,0.299661843810792
"203",0.499978329004728,0.299651468729668
"204",0.500196707148215,0.299824997183315
"205",0.500119198112995,0.300151391006591
"206",0.500049390653908,0.299605848731449
"207",0.500490415277034,0.299890109784571
"208",0.500259715462635,0.299875314931916
"209",0.499816887118312,0.299694935060778
"210",0.50024620021945,0.29961563966926
"211",0.499973443543112,0.29990761583323
"212",0.49975631603028,0.299815886872183
"213",0.499863878718055,0.299889924623195
"214",0.500329274179389,0.299548017030908
"215",0.500123881544694,0.299755148520418
"216",0.500183475602144,0.300071502990689
"217",0.500385886647916,0.300045769715075
"218",0.500224700413611,0.299802794087995
"219",0.5001101960109,0.299737389408241
"220",0.499963950901254,0.299753876247969
"221",0.50018639720918,0.299903634338839
"222",0.500155843866693,0.299969797837755
"223",0.499882985209271,0.299996688405143
"224",0.499820318277472,0.2998232603241
"225",0.499968613537648,0.299853385460129
"226",0.500127934402877,0.299990836262396
"227",0.500125689434969,0.299927299098966
"228",0.49988453577482,0.299851518453045
"229",0.49993256462723,0.299925365417707
"230",0.499663840090527,0.299949443342111
"231",0.500133987809762,0.299972819552555
"232",0.499984789889015,0.299725008296217
"233",0.499864112745058,0.299696494668158
"234",0.500077310022746,0.299921430716388
"235",0.499892837591093,0.300020038177715
"236",0.500321316772702,0.299989726513727
"237",0.49993626486768,0.299744283379903
"238",0.499996659967565,0.299674865449935
"239",0.499799366483064,0.29983482354144
"240",0.499369606528311,0.299853781878098
"241",0.499958025878926,0.299972696546092
"242",0.500151014694551,0.299474711981747
"243",0.499810256915088,0.299955213550095
"244",0.500080986625497,0.299900156189919
"245",0.500019557622819,0.300169598824077
"246",0.500268821655476,0.299889418078291
"247",0.500194872231867,0.300178468282665
"248",0.499929473925942,0.299910807243486
"249",0.500018891600412,0.299799608775136
"250",0.500128985512928,0.299948367502017
"251",0.500140955797958,0.300092827952545
"252",0.499910804992692,0.299725498177403
"253",0.50013876682539,0.299916457256965
"254",0.500203516497046,0.299960528808348
"255",0.499859184939987,0.299857351258977
"256",0.500247747995949,0.299717064691601
"257",0.500027683546565,0.299809484615295
"258",0.49987081593616,0.299715942804266
"259",0.499969898006856,0.299812649591871
"260",0.499991237713405,0.299914381771756
"261",0.499836937750099,0.299610964734539
"262",0.500136867231525,0.300049014729123
"263",0.500235056704907,0.299824212024574
"264",0.499819560563988,0.299754808699201
"265",0.500002570170879,0.29978573494413
"266",0.500320853288706,0.299582592640608
"267",0.499858520689435,0.299783518605084
"268",0.49977800814812,0.299736463253724
"269",0.499938739350102,0.2997583745743
"270",0.50011802205429,0.299925886255738
"271",0.500160125808753,0.299635136282704
"272",0.499768225987982,0.299674920384788
"273",0.499818662999417,0.299836132755378
"274",0.499795962199324,0.299573288482172
"275",0.500203556695943,0.29983104767915
"276",0.500142950461192,0.299709602938899
"277",0.499982672253758,0.300181953840721
"278",0.499920493642046,0.299896826378983
"279",0.499653969782442,0.299876973810516
"280",0.4999477187683,0.299896703794477
"281",0.500104006347731,0.299894988753275
"282",0.500091103904962,0.299745070415183
"283",0.500024439714294,0.299582670721259
"284",0.499896206487488,0.299900895131491
"285",0.500109021332272,0.299725877346258
"286",0.499859024435425,0.299772082424643
"287",0.500115237574147,0.299567015649888
"288",0.500178508764613,0.299799501156639
"289",0.499928867474878,0.29967001893967
"290",0.50041725819492,0.300015799599311
"291",0.499887291559668,0.299718034330634
"292",0.499922663778931,0.300020323629568
"293",0.499792365885147,0.300223762841352
"294",0.500163170614268,0.299913069094866
"295",0.500126263618149,0.299971459701574
"296",0.500316140037654,0.299899299876771
"297",0.500445992654753,0.30005632438215
"298",0.499886671091519,0.299833805883367
"299",0.500218299592124,0.299642691125725
"300",0.500120589960787,0.29980119112889
"301",0.50019701936728,0.299822339610515
"302",0.499777271140727,0.299756548231644
"303",0.499919054468,0.299778745563116
"304",0.500117066640339,0.299879781224643
"305",0.500070399493922,0.300136017502786
"306",0.499881880280075,0.299963641520667
"307",0.499919487483086,0.299848232880103
"308",0.500174859619955,0.299783965587548
"309",0.500054948725431,0.299498532626851
"310",0.499833680603724,0.299741798031998
"311",0.500103362725062,0.300157715333956
"312",0.500253646048459,0.299861311563225
"313",0.500312344213705,0.300061745954842
"314",0.499935938129748,0.300088976800349
"315",0.500381779450279,0.299737703359825
"316",0.499899429670336,0.299699983432501
"317",0.500297503124693,0.299957786914969
"318",0.500507649814283,0.299917995463063
"319",0.500079793514976,0.300209725747498
"320",0.500125648059349,0.299824217576823
"321",0.500041125480989,0.29989164330559
"322",0.500481601043798,0.299879206679079
"323",0.500217351108818,0.299738189906566
"324",0.500147613864532,0.300136442845644
"325",0.500033898124787,0.300218160474959
"326",0.500131961876217,0.299586228784082
"327",0.50024731849488,0.299966765694252
"328",0.499763611314252,0.299880380275576
"329",0.49978606700002,0.299948053522023
"330",0.499588264576885,0.300008161957648
"331",0.500103158255271,0.300115682303673
"332",0.499877158923101,0.299844722232448
"333",0.499720261529611,0.300127363449957
"334",0.499876361628832,0.300141563535706
"335",0.500075478771089,0.299702206944093
"336",0.499954449306756,0.299634444755196
"337",0.499837794491993,0.299674286911682
"338",0.500028790106115,0.29989088007149
"339",0.49999512373032,0.299837111317767
"340",0.499875103545845,0.299668217513248
"341",0.500253239458466,0.299647535297423
"342",0.500199916386798,0.299845051901454
"343",0.499831582519135,0.299762479314861
"344",0.499741706230941,0.299607506651914
"345",0.499961718941755,0.299520100511812
"346",0.499866333825583,0.29979375759093
"347",0.499910723574197,0.299524849317688
"348",0.500061539904608,0.299886355107754
"349",0.500261435772375,0.299954025131534
"350",0.499960321255622,0.299872259791485
"351",0.500037293989318,0.299808900358989
"352",0.500117539870436,0.299823187405807
"353",0.499546772328148,0.299991063953832
"354",0.500099535489335,0.299614637841251
"355",0.499917754285349,0.299692936570299
"356",0.500015555145812,0.299704435673283
"357",0.500188055061691,0.299748733878563
"358",0.500218445013801,0.299550595977866
"359",0.500469451221571,0.299732108368601
"360",0.500225320508233,0.300066892048859
"361",0.500133509260369,0.299916321099758
"362",0.50028377547257,0.299825544659427
"363",0.500309862227665,0.300230889586413
"364",0.499996943841234,0.299548771905575
"365",0.499754980352178,0.299660317446702
"366",0.499892409434387,0.29984459547871
"367",0.500113584642179,0.299896119519447
"368",0.499875673671159,0.299941212763231
"369",0.500037365956996,0.300161887756124
"370",0.500210292083576,0.299707952115044
"371",0.4999682148487,0.299610908304186
"372",0.499837459660946,0.299843788832069
"373",0.499915350856387,0.299955477619916
"374",0.500113134529871,0.299791099472211
"375",0.500122404451077,0.299909022185307
"376",0.500319976210717,0.299674614860054
"377",0.5001140282377,0.300108622262731
"378",0.499778556861073,0.300000277570218
"379",0.500321949075039,0.299690300460489
"380",0.500075221369097,0.299465525793511
"381",0.49981972244692,0.300218122385804
"382",0.500204541929618,0.299880095387361
"383",0.500237178676814,0.299745987580093
"384",0.500155371530485,0.299876323241121
"385",0.499985087770295,0.300082564986808
"386",0.500344323622384,0.300015773187212
"387",0.500038069916443,0.300011444312007
"388",0.49987346422709,0.300184624490037
"389",0.499833585029822,0.299894480544756
"390",0.500179341108775,0.299968410726343
"391",0.500226863681126,0.300099175250467
"392",0.500079971392463,0.300133068888174
"393",0.500013337307084,0.300189485984461
"394",0.500117905860571,0.299872702037337
"395",0.500148378851913,0.300134227118182
"396",0.500033970822167,0.300092867994194
"397",0.499836627880746,0.299884784509049
"398",0.499991100167951,0.300020196666639
"399",0.49988084798325,0.300047025615903
"400",0.499732211765278,0.300027906273187
"401",0.499991957594141,0.300119984911886
"402",0.500107513811862,0.299933460631344
"403",0.500161318852605,0.300028712616392
"404",0.500058624151093,0.299732030210684
"405",0.499982164936354,0.299829463675532
"406",0.499836102786402,0.300073239751624
"407",0.500106628465955,0.300041180428834
"408",0.499889040389873,0.299727219534309
"409",0.500536704067247,0.300133028653608
"410",0.50024935060219,0.29983678061798
"411",0.500212834007912,0.300195616918951
"412",0.500145926910154,0.299917321193551
"413",0.500013484933663,0.299579492136464
"414",0.500052692680776,0.299532710585124
"415",0.499989089822857,0.299922480824132
"416",0.499761382980894,0.299677158139303
"417",0.499939485033875,0.299853721785033
"418",0.500005479859773,0.299786725087362
"419",0.499846855452625,0.300020181251754
"420",0.500276837641779,0.299913184656457
"421",0.500276229040794,0.300112548114064
"422",0.499815901302327,0.299842172987488
"423",0.500155387766765,0.299606898628627
"424",0.499883361359994,0.299922207074628
"425",0.499794149618635,0.299911386005919
"426",0.499895191673768,0.299686097159032
"427",0.500044065065263,0.299903452590791
"428",0.499951178137145,0.299668331222859
"429",0.499798395824385,0.299755667454174
"430",0.499814219524003,0.299947176306209
"431",0.500414824561084,0.30007357992267
"432",0.499827798270488,0.300026618035428
"433",0.499964296982739,0.300000375975026
"434",0.499893187634498,0.299844043830977
"435",0.500026228615842,0.299723582767995
"436",0.500141814744294,0.29991012655094
"437",0.500152674641607,0.299695170570566
"438",0.499937750281125,0.299876428698806
"439",0.499971075624219,0.299946155466951
"440",0.500183584396191,0.300157974611362
"441",0.49968684039597,0.29973375106282
"442",0.500082925910764,0.299791886018573
"443",0.500091219864482,0.299708197766994
"444",0.499979258725982,0.300237625172905
"445",0.500113451626624,0.299525549868856
"446",0.500185196719905,0.299702993001437
"447",0.499839169933746,0.300048265967949
"448",0.500248595259831,0.299865058509548
"449",0.500217753097472,0.300046832278621
"450",0.500010465050382,0.299827869722889
"451",0.499984985229767,0.299545202289435
"452",0.500038380890221,0.300149536193825
"453",0.499945079366549,0.299582754930785
"454",0.499844142292038,0.299625458060213
"455",0.499618151609611,0.299750571346144
"456",0.499763520278432,0.299805341379066
"457",0.500129402965877,0.299842334112746
"458",0.499818352647267,0.300068656135693
"459",0.49991974819499,0.300115646345203
"460",0.499808582613909,0.299705757747985
"461",0.500369505516688,0.299903787662712
"462",0.500147270900598,0.299860825114414
"463",0.500118507826023,0.29976554463637
"464",0.500331946108652,0.299713047286021
"465",0.499736265119462,0.300165699750846
"466",0.499837744185054,0.299844626344686
"467",0.50062172368941,0.299958713465255
"468",0.499841134226043,0.299850343001835
"469",0.499784312778424,0.299763225701537
"470",0.500140275355429,0.299617404008675
"471",0.500124200918122,0.299863812322582
"472",0.500279981319335,0.300139153352808
"473",0.500045837818288,0.300113333714655
"474",0.50026178373771,0.299825780080129
"475",0.500364347803538,0.29975112477555
"476",0.500011378620513,0.299952195439403
"477",0.500056832309983,0.299605818956226
"478",0.500006970009627,0.299854643401736
"479",0.500178036133128,0.299772259677223
"480",0.500257939057473,0.299831238577964
"481",0.499956375569048,0.299459729798114
"482",0.500210336226643,0.29984897994481
"483",0.500034309895395,0.299777325360727
"484",0.49995109691293,0.299947746041262
"485",0.500195878033721,0.299847720655181
"486",0.499971388782688,0.300048465985819
"487",0.500177871298046,0.300000045246442
"488",0.500477939753421,0.299844375741126
"489",0.500040504413861,0.30005155896272
"490",0.500139270673194,0.300003558396351
"491",0.500139110890496,0.29990335654784
"492",0.500299719923739,0.299749707901728
"493",0.500002853571281,0.299732251228839
"494",0.50005164321198,0.299710408347439
"495",0.500144997774968,0.300129325153433
"496",0.499929901547401,0.299698268259766
"497",0.500041850697618,0.299874091813976
"498",0.499698760400014,0.299749981190318
"499",0.500051786210229,0.299977264472511
"500",0.500100345639024,0.299998486526185
"501",0.500244555483629,0.299725609452315
"502",0.500209134030354,0.299637616431225
"503",0.500027031155892,0.299732108778474
"504",0.500163169220895,0.299931755559572
"505",0.500260016411247,0.299571533847157
"506",0.500099982016079,0.29967341649059
"507",0.500245269693074,0.299965199836899
"508",0.49965808128809,0.300038896539551
"509",0.500136316395516,0.299879094072244
"510",0.499816967614288,0.299904196902876
"511",0.500177372910407,0.299718707461604
"512",0.499941034443357,0.299729336753057
"513",0.499877747611828,0.299772923566659
"514",0.500164128386902,0.300052834919743
"515",0.499756496344208,0.299650631493339
"516",0.499945443644907,0.299856980312966
"517",0.499821815933454,0.299741178674597
"518",0.499908801372414,0.299903661614702
"519",0.499750901141034,0.299828017621059
"520",0.499837825973549,0.299385326927654
"521",0.500168663568631,0.299523997029323
"522",0.500404164598711,0.29961408027337
"523",0.499777851023129,0.299880626203334
"524",0.50009492509059,0.300126131469865
"525",0.50008678144579,0.300215989635533
"526",0.500191275695998,0.299735630856847
"527",0.500359123283121,0.299797468469349
"528",0.50006455726027,0.299771255838463
"529",0.500364874521006,0.299881617256135
"530",0.500457986819846,0.299705701156691
"531",0.50021242045918,0.299899729446985
"532",0.50002292846182,0.299807307440139
"533",0.500048315666866,0.300210142553721
"534",0.499698073163,0.299892931344967
"535",0.499979002877467,0.299677242353543
"536",0.500229966085932,0.300144987318973
"537",0.500077576651471,0.299903477870766
"538",0.500279569255165,0.300026032972244
"539",0.500050089477649,0.300112996401478
"540",0.500306141131185,0.299912768999667
"541",0.500213347777453,0.300096499292603
"542",0.500350590802721,0.299840181215753
"543",0.500406351148546,0.299777535880131
"544",0.500131965466318,0.300052897109471
"545",0.49986764585833,0.300289925114295
"546",0.500498942550209,0.299822677016368
"547",0.500038859072904,0.299940040699711
"548",0.500496338663293,0.29978109933205
"549",0.499592594366091,0.299793365131534
"550",0.499927798676002,0.299739414803864
"551",0.499896718443154,0.299699126617066
"552",0.499772626076497,0.299885204300491
"553",0.499918586307761,0.300031547210323
"554",0.50046617502624,0.299799089960854
"555",0.499872605356359,0.299926529208943
"556",0.500100843306665,0.299988143583258
"557",0.500175489520917,0.300069285910338
"558",0.499898400840804,0.299538490101116
"559",0.500083217135303,0.299873841993522
"560",0.500028955490533,0.29998151424173
"561",0.500316270144082,0.299892461086441
"562",0.5001946510376,0.299643421944777
"563",0.500190895228485,0.299880585032328
"564",0.500315363208051,0.299976847143553
"565",0.499859983707184,0.299932427518501
"566",0.499693563427792,0.299784530618131
"567",0.499960475595607,0.299606110222663
"568",0.499987393603594,0.299926303969542
"569",0.499642305341829,0.299922540151384
"570",0.499777047768407,0.299747414441573
"571",0.500171062740798,0.299953493511335
"572",0.50042327047221,0.300079356438557
"573",0.500220247197983,0.299913567842219
"574",0.500011545043022,0.299474223006962
"575",0.499840943459157,0.2997793165556
"576",0.500188507153922,0.299851271982005
"577",0.499988530859622,0.299646163562619
"578",0.499646967217561,0.299819482080861
"579",0.499985497586545,0.299804924932441
"580",0.500139701984275,0.29999403282777
"581",0.500177847393472,0.299695507522597
"582",0.50001748400265,0.299794103344264
"583",0.500094888839743,0.299807856553572
"584",0.500234212619079,0.299675472020532
"585",0.500254655872509,0.299894995550346
"586",0.500200053099422,0.299869364921223
"587",0.500277814183409,0.299610279171375
"588",0.500122647823618,0.299688991119683
"589",0.500005396900437,0.299793798238839
"590",0.499962685879377,0.299922497612988
"591",0.500092394742053,0.300083001858408
"592",0.500071460117162,0.2998257250578
"593",0.49979057867155,0.299984924736
"594",0.49994443098566,0.300006768669355
"595",0.500002975074963,0.3002510563371
"596",0.49998384555908,0.299841548231078
"597",0.500129288533214,0.300172802662154
"598",0.500151175439867,0.299995638726289
"599",0.499806969297278,0.29964021170691
"600",0.500128152279399,0.299538050808065
"601",0.500299261076923,0.299836038895254
"602",0.500200633286029,0.29997676717872
"603",0.500371431047226,0.299930287336814
"604",0.500145010541779,0.299974972259452
"605",0.500343773369713,0.300011495126137
"606",0.499940927827803,0.300105218771777
"607",0.500245466716486,0.299947358006938
"608",0.500155715432403,0.30000648912896
"609",0.500311236128194,0.299900035968766
"610",0.500140907967414,0.299846144416342
"611",0.500360803662099,0.299759281349875
"612",0.499901428016349,0.299775687986708
"613",0.500092695776528,0.29985719962793
"614",0.50017688023287,0.300052606012599
"615",0.499946778028839,0.300180544298072
"616",0.500239423562687,0.299980417631698
"617",0.500196056190955,0.300006605736184
"618",0.500377212865349,0.300026491080233
"619",0.499866735237886,0.299809234460429
"620",0.500072007179737,0.300158360503237
"621",0.500230537692415,0.29986095661742
"622",0.500070916308475,0.299917951094855
"623",0.500072044059135,0.299926768940774
"624",0.500210583825105,0.299735306632686
"625",0.49985495543866,0.299892937507464
"626",0.500088204541684,0.299812059270511
"627",0.500104467166549,0.299883449129531
"628",0.500135495545148,0.299724658223898
"629",0.500185481484073,0.29991057280318
"630",0.500047593052421,0.300019583329925
"631",0.499880278236356,0.299675814801173
"632",0.499785625778427,0.299612118320242
"633",0.500250919864831,0.299877361473289
"634",0.500243594402349,0.299773504709309
"635",0.500221389702458,0.299776570583691
"636",0.499932688220412,0.299866543399505
"637",0.500071516326466,0.29969605379648
"638",0.5002215419888,0.299567237723443
"639",0.500266810892495,0.29970081041481
"640",0.500110066992969,0.29972300697936
"641",0.500059764286706,0.300027709633561
"642",0.499786186558674,0.300065501151388
"643",0.500044959181908,0.29980187724658
"644",0.500185667439883,0.300098517474113
"645",0.500249497342415,0.300077089601427
"646",0.500186295998669,0.299470708186708
"647",0.500240724327765,0.299869263336027
"648",0.50015065069334,0.299991628947363
"649",0.500294638394013,0.299933402340349
"650",0.499816449784936,0.300149041063769
"651",0.500138090352966,0.300246934985176
"652",0.500222472946918,0.300016766395733
"653",0.500002365610492,0.299665604030024
"654",0.500416880967309,0.29978900275667
"655",0.499908882978326,0.299682029469821
"656",0.500271221814607,0.299905618642597
"657",0.500233396211269,0.300189676688838
"658",0.499922451845161,0.299973661728599
"659",0.500071069657749,0.300108308592773
"660",0.500303959107268,0.300375789755995
"661",0.500177867181455,0.30008248925079
"662",0.50018918495619,0.29964108370924
"663",0.50014201977967,0.299907165932911
"664",0.499824168057489,0.300064285582284
"665",0.499758044009744,0.300035437639035
"666",0.500255951215071,0.29990187896683
"667",0.49998985236012,0.299910191527771
"668",0.500008779203318,0.299822942822145
"669",0.500011209351228,0.299835789352164
"670",0.499683714679258,0.300017964880912
"671",0.499674421490752,0.299933517284672
"672",0.499664127060473,0.2996062280506
"673",0.499788192297228,0.29977728581536
"674",0.500236399322605,0.299568888440185
"675",0.500207768383373,0.299926898200856
"676",0.499974441060254,0.299792318365924
"677",0.500097008522004,0.299654510276262
"678",0.500169851359226,0.299981001202086
"679",0.500187143281379,0.299969105022392
"680",0.50000860465659,0.29998428878882
"681",0.500032082262134,0.299793111198523
"682",0.500128528334334,0.299791394056315
"683",0.500209076726907,0.299988034147636
"684",0.50008162188452,0.300280474476189
"685",0.49989447707348,0.299931915351035
"686",0.499906186624886,0.299725573411656
"687",0.500025976467403,0.299745395583051
"688",0.499745791989774,0.299936776465141
"689",0.500185493349403,0.300125683413513
"690",0.499624643006854,0.2999824862814
"691",0.499527700994422,0.300150648069497
"692",0.499880942210165,0.30005673107976
"693",0.499776505742313,0.30004992214971
"694",0.500039402326756,0.299898805549364
"695",0.500148284692626,0.299907563506374
"696",0.50009231860255,0.29969781479634
"697",0.499863461352194,0.29992026987457
"698",0.500185929397063,0.299869817568423
"699",0.50022017737272,0.299603134892706
"700",0.500321108728081,0.29979982825811
"701",0.500088245063392,0.299718819172928
"702",0.5001189760092,0.300047800062847
"703",0.499978379789048,0.300015168553024
"704",0.500089818123234,0.299949435371986
"705",0.499837121690997,0.299821068230209
"706",0.500102865557834,0.299371231729813
"707",0.500041329909393,0.299794506259598
"708",0.49997879163605,0.300112400364222
"709",0.499969181583298,0.299723157944368
"710",0.499967195034121,0.299415503181179
"711",0.499924793135476,0.299910338980706
"712",0.499990333760504,0.30014188588143
"713",0.499980276983843,0.300294200940225
"714",0.500239675084574,0.299808391867748
"715",0.500216069382103,0.299554799041691
"716",0.500457396081971,0.299993801674872
"717",0.500150453197679,0.300023584345144
"718",0.500290854896595,0.299880724723962
"719",0.499900465392975,0.299732142240462
"720",0.499932441875429,0.300107811120124
"721",0.499768062132549,0.299774812785573
"722",0.499845269623571,0.299737350414874
"723",0.500192225313502,0.299842183735863
"724",0.499964693455587,0.299862700616591
"725",0.500073325310008,0.299896432786898
"726",0.50023946962931,0.299919684255214
"727",0.500244063506968,0.299871892743661
"728",0.500291032176511,0.300089563133482
"729",0.500111666193733,0.300173155124801
"730",0.500011617409499,0.299788961491781
"731",0.499894144237982,0.300102945437275
"732",0.500193639330439,0.299761010357868
"733",0.500222619122482,0.300161421888211
"734",0.500184743138718,0.299769095433323
"735",0.500077094500078,0.299937486484999
